ocel:eid,ocel:timestamp,ocel:activity,ocel:type:vacancies,ocel:type:managers,ocel:type:applicants,ocel:type:applications,ocel:type:recruiters,ocel:type:offers
3535,2019-08-01 13:10:05+00:00,assign recruiter,,,,['Application[770619]'],"['Ed Hense', 'Jana Keane', 'Ed Kershaw']",
3536,2019-08-01 13:15:08+00:00,send rejection,,,['Johan Lemmens'],['Application[770577]'],['Jana Kershaw'],
3537,2019-08-01 13:17:34+00:00,first screening,,,,['Application[770524]'],['Ed Meister'],
3538,2019-08-01 13:20:07+00:00,assign recruiter,,,,['Application[770463]'],"['Jana Meister', 'Simon Keane', 'Simon Hense']",
3539,2019-08-01 13:22:34+00:00,check references,,,,['Application[770356]'],"['Dionne Kershaw', 'Dionne Hense']",
3540,2019-08-01 13:31:20+00:00,submit application,['Vacancy[550090] - Consultant'],,['Johan Lemmens'],['Application[770621]'],,
3541,2019-08-01 13:35:01+00:00,first screening,,,,['Application[770609]'],['Jana Geisler'],
3542,2019-08-01 13:50:48+00:00,assign vacancy,['Vacancy[550034] - Programmer'],,,['Application[770497]'],,
3543,2019-08-01 13:55:26+00:00,check references,,,,['Application[770244]'],"['Jana Hense', 'Simon Keane']",
3544,2019-08-01 14:11:18+00:00,send rejection,,,['Mary Taylor'],['Application[770055]'],['Simon Keane'],
3545,2019-08-01 14:35:46+00:00,send rejection,,,['Pete Li'],['Application[770467]'],['Simon Hense'],
3546,2019-08-01 14:46:59+00:00,submit application,,,['Pete Li'],['Application[770622]'],,
3547,2019-08-01 14:47:46+00:00,assign recruiter,,,,['Application[770590]'],"['Jana Hense', 'Ed Hense', 'Dionne Meister']",
3548,2019-08-01 14:57:28+00:00,first screening,,,,['Application[770215]'],['Ed Geisler'],
3549,2019-08-01 15:08:32+00:00,assign vacancy,['Vacancy[550035] - Programmer'],,,['Application[770597]'],,
3550,2019-08-01 15:36:10+00:00,assign vacancy,['Vacancy[550055] - Consultant'],,,['Application[770535]'],,
3551,2019-08-01 15:38:39+00:00,consult manager,,['Miguel Milano'],,['Application[770494]'],['Jana Keane'],
3552,2019-08-01 15:40:29+00:00,check references,,,,['Application[770569]'],"['Dionne Geisler', 'Simon Meister']",
3553,2019-08-01 15:42:31+00:00,invite for interview,['Vacancy[550016] - Manager'],,['Andre Weber'],['Application[770356]'],"['Dionne Kershaw', 'Dionne Hense']",
3554,2019-08-01 15:46:18+00:00,send rejection,,,['Pete Zimmermann'],['Application[770333]'],['Dionne Keane'],
3555,2019-08-01 16:09:52+00:00,assign recruiter,,,,['Application[770499]'],"['Simon Hense', 'Simon Kershaw', 'Jana Geisler']",
3556,2019-08-01 16:18:18+00:00,submit application,['Vacancy[550089] - Consultant'],,['Mary Taylor'],['Application[770623]'],,
3557,2019-08-01 16:31:12+00:00,first screening,,,,['Application[770497]'],['Ed Kershaw'],
3558,2019-08-01 16:33:25+00:00,first screening,,,,['Application[770472]'],['Simon Geisler'],
3559,2019-08-01 17:23:33+00:00,submit application,,,['Pete Zimmermann'],['Application[770624]'],,
3560,2019-08-01 17:35:58+00:00,first screening,,,,['Application[770557]'],['Jana Meister'],
3561,2019-08-01 18:07:30+00:00,open vacancy,['Vacancy[550107] - Consultant'],['Martin Klenk'],,,,
3562,2019-08-01 19:15:11+00:00,send rejection,,,['Toon Davis'],['Application[770312]'],['Jana Meister'],
3563,2019-08-01 19:15:46+00:00,submit application,['Vacancy[550096] - Consultant'],,['Toon Davis'],['Application[770625]'],,
3564,2019-08-02 03:42:45+00:00,close vacancy for new applications,['Vacancy[550064] - Manager'],,,,,
3565,2019-08-02 03:42:45+00:00,consult manager,,['Martin Klenk'],,['Application[770398]'],['Ed Hense'],
3566,2019-08-02 03:42:45+00:00,consult manager,,['Martin Klenk'],,['Application[770441]'],['Simon Keane'],
3567,2019-08-02 03:42:45+00:00,consult manager,,['Martin Klenk'],,['Application[770454]'],['Dionne Keane'],
3568,2019-08-02 06:36:21+00:00,offer accepted and hired,['Vacancy[550029] - Consultant'],,['Chun Wang'],['Application[770426]'],['Jana Keane'],['Offer[[990036]]']
3569,2019-08-02 06:51:43+00:00,invite for interview,['Vacancy[550064] - Manager'],,['Ray Lopez'],['Application[770398]'],"['Jana Kershaw', 'Simon Kershaw']",
3570,2019-08-02 06:58:22+00:00,send rejection,,,['Johan Brown'],['Application[770458]'],['Dionne Meister'],
3571,2019-08-02 06:58:22+00:00,submit application,,,['Johan Brown'],['Application[770626]'],,
3572,2019-08-02 07:09:54+00:00,first screening,,,,['Application[770590]'],['Jana Hense'],
3573,2019-08-02 07:28:44+00:00,send rejection,,,['Sue Brown'],['Application[770402]'],['Ed Hense'],
3574,2019-08-02 07:36:10+00:00,first screening,,,,['Application[770562]'],['Jana Meister'],
3575,2019-08-02 07:57:23+00:00,assign recruiter,,,,['Application[770604]'],"['Dionne Geisler', 'Dionne Hense', 'Simon Geisler']",
3576,2019-08-02 08:17:54+00:00,assign recruiter,,,,['Application[770503]'],"['Simon Hense', 'Simon Keane', 'Ed Hense']",
3577,2019-08-02 08:20:30+00:00,send rejection,,,['Angela Wang'],['Application[770571]'],['Jana Meister'],
3578,2019-08-02 08:31:35+00:00,invite for interview,['Vacancy[550008] - Consultant'],,['Dave Zimmermann'],['Application[770175]'],"['Ed Hense', 'Dionne Meister']",
3579,2019-08-02 08:41:52+00:00,submit application,['Vacancy[550070] - Programmer'],,['Angela Wang'],['Application[770627]'],,
3580,2019-08-02 09:08:39+00:00,invite for interview,['Vacancy[550064] - Manager'],,['Toon Li'],['Application[770454]'],"['Ed Kershaw', 'Dionne Meister']",
3581,2019-08-02 09:10:56+00:00,assign recruiter,,,,['Application[770318]'],"['Ed Keane', 'Ed Geisler', 'Jana Hense']",
3582,2019-08-02 09:16:00+00:00,assign vacancy,['Vacancy[550051] - Programmer'],,,['Application[770495]'],,
3583,2019-08-02 09:23:49+00:00,first screening,,,,['Application[770612]'],['Ed Keane'],
3584,2019-08-02 10:08:04+00:00,submit application,,,['Sue Brown'],['Application[770628]'],,
3585,2019-08-02 10:23:50+00:00,send rejection,,,['Stephan Johnson'],['Application[770295]'],['Dionne Geisler'],
3586,2019-08-02 10:42:53+00:00,first screening,,,,['Application[770397]'],['Dionne Meister'],
3587,2019-08-02 10:52:24+00:00,submit application,['Vacancy[550089] - Consultant'],,['Stephan Johnson'],['Application[770629]'],,
3588,2019-08-02 10:56:12+00:00,open vacancy,['Vacancy[550108] - Manager'],['Miguel Milano'],,,,
3589,2019-08-02 11:04:18+00:00,first screening,,,,['Application[770514]'],['Dionne Keane'],
3590,2019-08-02 11:15:54+00:00,consult manager,,['Martin Klenk'],,['Application[770469]'],['Ed Keane'],
3591,2019-08-02 11:29:08+00:00,assign recruiter,,,,['Application[770329]'],"['Ed Keane', 'Ed Hense', 'Dionne Keane']",
3592,2019-08-02 11:43:18+00:00,send rejection,,,['Chun Davis'],['Application[770383]'],['Dionne Keane'],
3593,2019-08-02 11:54:56+00:00,assign recruiter,,,,['Application[770443]'],"['Simon Hense', 'Ed Keane', 'Dionne Meister']",
3594,2019-08-02 12:05:20+00:00,check references,,,,['Application[770537]'],"['Jana Geisler', 'Dionne Kershaw']",
3595,2019-08-02 12:29:07+00:00,submit application,,,['Chun Davis'],['Application[770630]'],,
3596,2019-08-02 12:41:14+00:00,check references,,,,['Application[770563]'],"['Dionne Meister', 'Jana Geisler']",
3597,2019-08-02 12:43:42+00:00,assign recruiter,,,,['Application[770623]'],"['Ed Meister', 'Simon Meister', 'Ed Hense']",
3598,2019-08-02 12:46:26+00:00,assign vacancy,['Vacancy[550075] - Programmer'],,,['Application[770533]'],,
3599,2019-08-02 12:50:43+00:00,make job offer,['Vacancy[550057] - Consultant'],['Ariel Bardin'],['Stephan Smith'],['Application[770544]'],['Simon Meister'],['Offer[[990044]]']
3600,2019-08-02 13:29:01+00:00,check references,,,,['Application[770215]'],"['Dionne Meister', 'Jana Meister']",
3601,2019-08-02 13:31:29+00:00,first screening,,,,['Application[770535]'],['Jana Hense'],
3602,2019-08-02 13:32:25+00:00,check references,,,,['Application[770557]'],"['Dionne Geisler', 'Dionne Meister']",
3603,2019-08-02 13:37:59+00:00,close vacancy for new applications,['Vacancy[550065] - Manager'],,,,,
3604,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770403]'],['Ed Meister'],
3605,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770433]'],['Jana Hense'],
3606,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770431]'],['Simon Meister'],
3607,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770496]'],['Jana Meister'],
3608,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770400]'],['Jana Geisler'],
3609,2019-08-02 13:37:59+00:00,consult manager,,['Bastian Nominacher'],,['Application[770523]'],['Dionne Meister'],
3610,2019-08-02 13:40:47+00:00,conduct interview,['Vacancy[550016] - Manager'],['Alexander Rinke'],['Andre Weber'],['Application[770356]'],['Ed Geisler'],
3611,2019-08-02 13:43:42+00:00,assign recruiter,,,,['Application[770476]'],"['Dionne Kershaw', 'Jana Meister', 'Ed Meister']",
3612,2019-08-02 13:55:55+00:00,assign vacancy,['Vacancy[550044] - Manager'],,,['Application[770465]'],,
3613,2019-08-02 14:08:49+00:00,send rejection,,,['Lisa Park'],['Application[770286]'],['Dionne Meister'],
3614,2019-08-02 14:08:49+00:00,submit application,['Vacancy[550104] - Manager'],,['Lisa Park'],['Application[770631]'],,
3615,2019-08-02 14:24:02+00:00,check references,,,,['Application[770377]'],"['Dionne Hense', 'Ed Meister']",
3616,2019-08-02 14:38:55+00:00,first screening,,,,['Application[770619]'],['Ed Hense'],
3617,2019-08-02 14:48:26+00:00,assign recruiter,,,,['Application[770606]'],"['Simon Hense', 'Jana Hense', 'Simon Keane']",
3618,2019-08-02 14:54:34+00:00,invite for interview,['Vacancy[550062] - Programmer'],,['Ray Pietersen'],['Application[770485]'],"['Dionne Geisler', 'Simon Hense']",
3619,2019-08-02 14:56:06+00:00,make job offer,['Vacancy[550031] - Programmer'],['Vaishnavi Sashikanth'],['Dave Neumann'],['Application[770395]'],['Ed Hense'],['Offer[[990045]]']
3620,2019-08-02 15:24:32+00:00,send rejection,,,['Chun Weber'],['Application[770131]'],['Dionne Hense'],
3621,2019-08-02 15:24:32+00:00,submit application,,,['Chun Weber'],['Application[770632]'],,
3622,2019-08-02 15:30:24+00:00,send rejection,,,['Mary Pietersen'],['Application[770525]'],['Jana Geisler'],
3623,2019-08-02 15:44:45+00:00,first screening,,,,['Application[770355]'],['Ed Keane'],
3624,2019-08-02 16:06:00+00:00,assign recruiter,,,,['Application[770600]'],"['Simon Keane', 'Ed Geisler', 'Ed Kershaw']",
3625,2019-08-02 16:16:54+00:00,check references,,,,['Application[770385]'],"['Jana Keane', 'Jana Geisler']",
3626,2019-08-02 16:33:24+00:00,submit application,['Vacancy[550066] - Consultant'],,['Mary Pietersen'],['Application[770633]'],,
3627,2019-08-02 16:43:25+00:00,consult manager,,['Alexander Rinke'],,['Application[770562]'],['Jana Meister'],
3628,2019-08-02 17:14:19+00:00,check references,,,,['Application[770505]'],"['Dionne Hense', 'Dionne Kershaw']",
3629,2019-08-02 17:44:47+00:00,check references,,,,['Application[770576]'],"['Dionne Meister', 'Ed Geisler']",
3630,2019-08-02 19:06:30+00:00,open vacancy,['Vacancy[550109] - Consultant'],['Alexander Rinke'],,,,
3631,2019-08-02 19:34:08+00:00,first screening,,,,['Application[770411]'],['Simon Meister'],
3632,2019-08-02 20:12:38+00:00,first screening,,,,['Application[770503]'],['Simon Hense'],
3633,2019-08-03 07:23:51+00:00,close vacancy for new applications,['Vacancy[550066] - Consultant'],,,,,
3634,2019-08-03 07:23:51+00:00,consult manager,,['Miguel Milano'],,['Application[770556]'],['Jana Keane'],
3635,2019-08-03 07:23:51+00:00,consult manager,,['Miguel Milano'],,['Application[770445]'],['Jana Meister'],
3636,2019-08-03 14:26:39+00:00,close vacancy for new applications,['Vacancy[550067] - Manager'],,,,,
3637,2019-08-03 14:26:39+00:00,consult manager,,['Martin Klenk'],,['Application[770563]'],['Jana Hense'],
3638,2019-08-03 14:26:39+00:00,consult manager,,['Martin Klenk'],,['Application[770466]'],['Dionne Geisler'],
3639,2019-08-04 08:08:15+00:00,close vacancy for new applications,['Vacancy[550068] - Consultant'],,,,,
3640,2019-08-04 08:08:15+00:00,consult manager,,['Miguel Milano'],,['Application[770412]'],['Simon Kershaw'],
3641,2019-08-04 08:08:15+00:00,consult manager,,['Miguel Milano'],,['Application[770470]'],['Simon Keane'],
3642,2019-08-04 14:55:27+00:00,close vacancy for new applications,['Vacancy[550069] - Manager'],,,,,
3643,2019-08-05 07:39:52+00:00,send rejection,,,['Chun Taylor'],['Application[770601]'],['Ed Kershaw'],
3644,2019-08-05 07:39:52+00:00,submit application,,,['Chun Taylor'],['Application[770634]'],,
3645,2019-08-05 07:48:27+00:00,first screening,,,,['Application[770530]'],['Simon Geisler'],
3646,2019-08-05 08:19:18+00:00,consult manager,,['Miguel Milano'],,['Application[770612]'],['Ed Keane'],
3647,2019-08-05 08:21:27+00:00,assign vacancy,['Vacancy[550052] - Consultant'],,,['Application[770329]'],,
3648,2019-08-05 08:25:11+00:00,assign vacancy,['Vacancy[550066] - Consultant'],,,['Application[770499]'],,
3649,2019-08-05 08:27:15+00:00,first screening,,,,['Application[770575]'],['Ed Meister'],
3650,2019-08-05 08:31:54+00:00,check references,,,,['Application[770527]'],"['Dionne Meister', 'Jana Geisler']",
3651,2019-08-05 08:43:54+00:00,open vacancy,['Vacancy[550110] - Programmer'],['Vaishnavi Sashikanth'],,,,
3652,2019-08-05 08:49:08+00:00,assign recruiter,,,,['Application[770545]'],"['Dionne Meister', 'Dionne Keane', 'Ed Kershaw']",
3653,2019-08-05 08:59:33+00:00,first screening,,,,['Application[770600]'],['Simon Keane'],
3654,2019-08-05 09:33:26+00:00,first screening,,,,['Application[770435]'],['Jana Hense'],
3655,2019-08-05 09:46:54+00:00,invite for interview,['Vacancy[550067] - Manager'],,['Sue Lopez'],['Application[770563]'],"['Dionne Meister', 'Jana Geisler']",
3656,2019-08-05 09:47:07+00:00,conduct interview,['Vacancy[550053] - Manager'],['Miguel Milano'],['Stephan Lemmens'],['Application[770392]'],['Ed Hense'],
3657,2019-08-05 09:56:30+00:00,check references,,,,['Application[770558]'],"['Jana Geisler', 'Simon Geisler']",
3658,2019-08-05 10:04:39+00:00,conduct interview,['Vacancy[550037] - Consultant'],['Miguel Milano'],['Mary Weber'],['Application[770479]'],['Jana Meister'],
3659,2019-08-05 10:05:19+00:00,assign vacancy,['Vacancy[550075] - Programmer'],,,['Application[770318]'],,
3660,2019-08-05 10:08:44+00:00,consult manager,,['Martin Klenk'],,['Application[770512]'],['Dionne Keane'],
3661,2019-08-05 10:18:58+00:00,send rejection,,,['Stephan Li'],['Application[770556]'],['Jana Keane'],
3662,2019-08-05 10:18:58+00:00,submit application,['Vacancy[550072] - Consultant'],,['Stephan Li'],['Application[770635]'],,
3663,2019-08-05 10:21:31+00:00,send rejection,,,['Angela Wagner'],['Application[770530]'],['Simon Geisler'],
3664,2019-08-05 10:33:00+00:00,assign recruiter,,,,['Application[770511]'],"['Dionne Meister', 'Ed Hense', 'Simon Keane']",
3665,2019-08-05 11:22:16+00:00,submit application,['Vacancy[550098] - Manager'],,['Angela Wagner'],['Application[770636]'],,
3666,2019-08-05 11:54:10+00:00,conduct interview,['Vacancy[550062] - Programmer'],['Martin Klenk'],['Ray Pietersen'],['Application[770485]'],['Simon Geisler'],
3667,2019-08-05 12:26:55+00:00,assign recruiter,,,,['Application[770582]'],"['Jana Geisler', 'Jana Meister', 'Dionne Keane']",
3668,2019-08-05 12:27:48+00:00,assign vacancy,['Vacancy[550054] - Programmer'],,,['Application[770463]'],,
3669,2019-08-05 13:35:36+00:00,job offer declined,['Vacancy[550026] - Programmer'],,['Dave Neumann'],['Application[770395]'],['Ed Hense'],['Offer[[990045]]']
3670,2019-08-05 13:40:22+00:00,check references,,,,['Application[770573]'],"['Jana Geisler', 'Jana Keane']",
3671,2019-08-05 13:47:28+00:00,first screening,,,,['Application[770623]'],['Ed Meister'],
3672,2019-08-05 13:48:01+00:00,consult manager,,['Alexander Rinke'],,['Application[770335]'],['Dionne Geisler'],
3673,2019-08-05 13:53:18+00:00,assign vacancy,['Vacancy[550067] - Manager'],,,['Application[770604]'],,
3674,2019-08-05 14:01:08+00:00,consult manager,,['Bastian Nominacher'],,['Application[770524]'],['Ed Meister'],
3675,2019-08-05 14:10:16+00:00,conduct interview,['Vacancy[550027] - Programmer'],['Ariel Bardin'],['Lisa Neumann'],['Application[770393]'],['Ed Keane'],
3676,2019-08-05 14:35:09+00:00,offer accepted and hired,['Vacancy[550055] - Consultant'],,['Detlef Johnson'],['Application[770471]'],['Jana Kershaw'],['Offer[[990042]]']
3677,2019-08-05 14:44:13+00:00,invite for interview,['Vacancy[550067] - Manager'],,['Johan Neumann'],['Application[770466]'],"['Jana Geisler', 'Dionne Hense']",
3678,2019-08-05 14:59:21+00:00,send rejection,,,['Angela Schmidt'],['Application[770441]'],['Simon Keane'],
3679,2019-08-05 14:59:21+00:00,submit application,['Vacancy[550095] - Manager'],,['Angela Schmidt'],['Application[770637]'],,
3680,2019-08-05 15:14:02+00:00,consult manager,,['Miguel Milano'],,['Application[770474]'],['Jana Hense'],
3681,2019-08-05 15:34:29+00:00,first screening,,,,['Application[770551]'],['Dionne Kershaw'],
3682,2019-08-05 16:06:45+00:00,open vacancy,['Vacancy[550111] - Programmer'],['Miguel Milano'],,,,
3683,2019-08-06 06:29:49+00:00,conduct interview,['Vacancy[550036] - Manager'],['Martin Klenk'],['Pete Johnson'],['Application[770361]'],['Simon Hense'],
3684,2019-08-06 06:53:26+00:00,assign vacancy,['Vacancy[550083] - Consultant'],,,['Application[770476]'],,
3685,2019-08-06 06:53:58+00:00,conduct interview,['Vacancy[550058] - Manager'],['Martin Klenk'],['Johan Davis'],['Application[770419]'],['Simon Keane'],
3686,2019-08-06 07:21:14+00:00,consult manager,,['Ariel Bardin'],,['Application[770490]'],['Dionne Geisler'],
3687,2019-08-06 07:33:44+00:00,assign recruiter,,,,['Application[770565]'],"['Ed Geisler', 'Jana Kershaw', 'Simon Meister']",
3688,2019-08-06 07:41:56+00:00,assign recruiter,,,,['Application[770616]'],"['Simon Meister', 'Ed Hense', 'Jana Kershaw']",
3689,2019-08-06 07:52:06+00:00,check references,,,,['Application[770585]'],"['Dionne Geisler', 'Ed Hense']",
3690,2019-08-06 07:54:01+00:00,send rejection,,,['Andre Park'],['Application[770411]'],['Simon Meister'],
3691,2019-08-06 07:54:01+00:00,submit application,['Vacancy[550105] - Consultant'],,['Andre Park'],['Application[770638]'],,
3692,2019-08-06 08:06:24+00:00,check references,,,,['Application[770480]'],"['Dionne Geisler', 'Dionne Hense']",
3693,2019-08-06 08:16:26+00:00,send rejection,,,['Mary Wang'],['Application[770494]'],['Jana Keane'],
3694,2019-08-06 08:16:31+00:00,first screening,,,,['Application[770465]'],['Jana Hense'],
3695,2019-08-06 08:18:19+00:00,first screening,,,,['Application[770476]'],['Dionne Kershaw'],
3696,2019-08-06 08:20:42+00:00,assign vacancy,['Vacancy[550099] - Manager'],,,['Application[770545]'],,
3697,2019-08-06 08:21:12+00:00,conduct interview,['Vacancy[550067] - Manager'],['Martin Klenk'],['Sue Lopez'],['Application[770563]'],['Jana Hense'],
